"","RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance","No_report","No_valid_MSinceOldestTradeOpen","No_valid_MSinceMostRecentDelq","No_valid_MSinceMostRecentInqexcl7days","No_valid_NetFractionRevolvingBurden","No_valid_NetFractionInstallBurden","No_valid_NumRevolvingTradesWBalance","No_valid_NumInstallTradesWBalance","No_valid_NumBank2NatlTradesWHighUtilization","No_MSinceMostRecentDelq","No_MSinceMostRecentInqexcl7days"
"2243","Bad",78.361798245614,92,82,87,2,0,0,100,29.368,"9","8",2,0,50,6.28059090909091,0,0,29.3775,45.415,1.75,1.2575,0.510892857142857,90.7088888888889,"1","0","0","0","1","1","1","1","1","1","1"
"9762","Bad",55,206,6,77,30,1,1,91,0,"4","2",36,2,23,3,1,1,66,52,5,1,2,100,"0","0","0","0","0","0","0","0","0","0","0"
"213","Good",82,154,1,82,35,0,0,100,32.8364950980392,"7","8",36,5,42,0,1,1,12,100,2,2,0,44,"0","0","0","0","0","0","0","0","0","1","0"
"3039","Bad",55,194,26,100,18,0,0,84,1,"4","6",11,0,42,23,0,0,84,48,5,3,3,100,"0","0","0","0","0","0","0","0","0","0","0"
"8988","Bad",63,239,8,87,17,3,2,94,36,"5","5",18,3,39,4.35653846153846,0,0,61,87,3,3,1,75,"0","0","0","0","0","0","0","0","0","0","1"
"1670","Bad",63,298,5,116,11,2,1,62,6,"4","2",13,2,46,0,0,0,41,55,5,4,0,100,"0","0","0","0","0","0","0","0","0","0","0"
"128","Good",75,258,28,97,23,0,0,96,39.2142857142857,"6","6",24,0,13,4.715,0,0,31,47.85,4,1.31,0,57,"0","0","1","0","0","1","0","1","0","0","1"
"2621","Bad",75,63,4,75,26,1,1,100,33.8083333333333,"6","8",20,4,31,0,4,4,19,86,4,5,0,64,"0","0","0","0","0","0","0","0","0","1","0"
"6530","Good",71,184,7,99,14,0,0,100,29.7988888888889,"7","8",14,1,14,0,3,3,86,59.373,6,1.11,4,75,"0","0","0","0","0","1","0","1","0","1","0"
"801","Good",67,240,10,106,11,1,0,92,4,"3","5",13,1,31,2,1,1,0,65.695,1,1.49,0,40,"0","0","0","0","0","1","0","1","0","0","0"
"7895","Bad",75,293,9,143,9,0,0,89,11,"4","6",9,2,22,0,0,0,59,78,3,1,1,57,"0","0","0","0","0","0","0","0","0","0","0"
"8041","Bad",61,222,3,63,43,1,0,91,9,"4","5",46,9,41,4,2,2,57,5,7,4,3,61,"0","0","0","0","0","0","0","0","0","0","0"
"63","Good",81,126,9,78,18,0,0,100,34.278,"7","8",18,1,83,0,0,0,0,64,1,3,0.113079330608074,80,"0","0","0","0","0","0","0","0","1","1","0"
"2395","Bad",64,278,16,196,34,2,1,81,9,"4","4",36,0,17,5.55837686567164,0,0,88,61.4085,16,1,3,95,"0","0","0","0","0","1","0","0","0","0","1"
"5522","Bad",66,218,2,83,19,4,1,78,14,"6","4",27,2,59,2,1,1,61,63,2,6,1,67,"0","0","0","0","0","0","0","0","0","0","0"
"6141","Bad",64,151,9,65,30,1,1,100,30.43,"6","8",31,1,19,0.672,1,1,56,21,10,3,5,76,"0","0","0","0","0","0","0","0","0","1","1"
"4100","Bad",77,123,2,46,16,0,0,100,37.2716666666667,"7","8",17,5,47,0.723333333333333,2,2,18,87,3,4,0.379166666666667,64,"0","0","0","0","0","0","0","0","1","1","1"
"8892","Good",57,240,7,78,17,1,0,67,2,"4","5",18,1,67,0,0,0,93,62,3,3,2,86,"0","0","0","0","0","0","0","0","0","0","0"
"8341","Bad",55,18,1,8,4,0,0,100,27.3316666666667,"7","8",5,4,40,0,4,4,93,89,3,2,1.3775,100,"0","0","0","0","0","0","0","0","1","1","0"
"3745","Good",87,156,6,104,13,0,0,100,32.2219047619048,"7","8",13,1,15,0,0,0,26,64.7316666666667,2,1,0,30,"0","0","0","0","0","1","0","0","0","1","0"
"4795","Good",65,409,6,72,33,0,0,92,5,"4","6",36,3,53,0,0,0,17,58,3,3,2,41,"0","0","0","0","0","0","0","0","0","0","0"
"222","Bad",64,432,3,87,34,0,0,97,17,"6","6",35,7,35,0,2,2,34,47,8,7,2,71,"0","0","0","0","0","0","0","0","0","0","0"
"6871","Bad",69,295,1,50,24,0,0,100,33.3633333333333,"7","8",26,6,54,0,1,1,33,58,4,10,1,80,"0","0","0","0","0","0","0","0","0","1","0"
"1001","Bad",61,174,1,61,25,0,0,88,10,"4","6",26,3,12,2.7593048245614,0,0,41,21,6,2,1,57,"0","0","0","0","0","0","0","0","0","0","1"
"5188","Bad",57,193,5,75,20,0,0,81,6,"4","6",21,1,52,0,1,1,72,57,8,2,3,100,"0","0","0","0","0","0","0","0","0","0","0"
"4916","Bad",54,141,8,54,15,2,0,71,2,"3","5",17,2,41,3.28,0,0,49,86,3,3,2,75,"0","0","0","0","0","0","0","0","0","0","1"
"2951","Bad",74,311,32,118,15,0,0,93,5,"4","6",15,0,53,0,0,0,6,44.2083630952381,2,1,0,50,"0","0","0","0","0","1","0","0","0","0","0"
"5629","Good",85,251,5,80,45,0,0,98,43,"6","6",48,3,17,0,1,1,3,64.871,2,1,0,20,"0","0","0","0","0","1","0","0","0","0","0"
"2189","Good",74,306,4,91,34,0,0,97,60,"6","6",37,2,26,1.25276598026598,2,2,12,78,7,4,0,67,"0","0","0","0","0","0","0","0","0","0","1"
"8120","Good",85,504,9,147,12,0,0,100,36.5797222222222,"7","8",12,1,8,17,1,1,5,68.9716666666667,6,1.17,0,75,"0","0","0","0","0","1","0","1","0","1","0"
"7679","Bad",86,362,23,174,5,1,0,83,69,"6","5",6,0,17,0,0,0,0,55.6872727272727,1,1.1,0.0649999999999998,33,"0","0","0","0","0","1","0","1","1","0","0"
"4280","Bad",59,185.48,41,90,4,2,0,50,9,"3","5",6,0,83,13,0,0,16,50.1545,1,1,0,100,"0","1","0","0","0","1","0","0","0","0","0"
"1695","Good",63,112,7,45,37,0,0,100,31.276,"7","8",37,9,5,0,2,2,25,69.1338888888889,10,1.72,1,56,"0","0","0","0","0","1","0","1","0","1","0"
"6069","Bad",60,199,9,53,23,0,0,74,2,"4","6",23,1,17,0,1,1,36,88,11,3,1,70,"0","0","0","0","0","0","0","0","0","0","0"
"5226","Good",79,168,9,58,21,0,0,90,76,"6","6",21,3,38,0,0,0,27,88,5,3,0,62,"0","0","0","0","0","0","0","0","0","0","0"
"2652","Bad",69,41,12,71,25,0,0,96,24,"6","6",4,0,8,2,2,2,37,66,9,1,3,67,"0","0","0","0","0","0","0","0","0","0","0"
"3864","Bad",58,106,4,43,25,0,0,86,24,"6","6",28,2,50,0,3,3,67,93,6,2,0,89,"0","0","0","0","0","0","0","0","0","0","0"
"9165","Bad",70,178,2,95,43,0,0,100,36.4833333333333,"7","8",55,5,35,1,5,5,71,71,5,3,3,53,"0","0","0","0","0","0","0","0","0","1","0"
"433","Bad",73,188,2,83,18,1,1,95,29,"6","2",22,1,27,0,11,11,30,68.2487878787879,4,2,0,67,"0","0","0","0","0","1","0","0","0","0","0"
"5478","Bad",65,84,17,46,26,0,0,85,11,"4","6",27,0,37,5.14909090909091,0,0,63,77,4,5,0,75,"0","0","0","0","0","0","0","0","0","0","1"
"6490","Good",86,264,5,134,17,0,0,100,39.501,"7","8",17,2,12,8.49482456140351,0,0,13,95,6,2,0,67,"0","0","0","1","0","0","0","0","0","1","0"
"8524","Bad",72,51,18,35,2,0,0,100,31.86,"7","8",2,0,100,0,0,0,81.3509782608696,70.0666666666667,1.08,1,0.8455,100,"0","0","0","0","1","1","1","0","1","1","0"
"4629","Bad",76,208,3,61,19,0,0,95,22,"6","6",21,3,38,0,2,2,21,68,5,4,1,67,"0","0","0","0","0","0","0","0","0","0","0"
"3376","Good",85,211,5,73,19,0,0,100,32.3983333333333,"7","8",33,4,11,0,1,1,17,66.7533333333333,3,1,0,33,"0","0","0","0","0","1","0","0","0","1","0"
"3218","Good",83,102,5,40,14,0,0,100,33.5435714285714,"7","8",15,6,14,0,1,1,8,76.895,1,1,0,18,"0","0","0","0","0","1","0","0","0","1","0"
"188","Good",86,439,2,112,18,0,0,100,34.77,"7","8",21,2,57,1,3,3,26,100,3,2,0,83,"0","0","0","0","0","0","0","0","0","1","0"
"1566","Bad",58,231,26,113,16,0,0,76,4,"4","6",17,0,18,0,0,0,71,55.0641666666667,6,1,3,78,"0","0","0","0","0","1","0","0","0","0","0"
"5963","Bad",62,62,5,40,13,1,1,79,9,"2","4",14,1,50,0,0,0,66,89,3,2,1,71,"0","0","0","0","0","0","0","0","0","0","0"
"2670","Good",85,351,3,100,23,0,0,100,31.1699487179487,"7","8",46,3,13,6.20638888888889,0,0,3,55.2133333333333,4,1.37498051948052,1,50,"0","0","0","1","0","1","0","1","0","1","0"
"5623","Good",77,177,1,59,41,0,0,100,35.821,"7","8",43,6,9,0,3,3,3,79.482619047619,8,1,1,33,"0","0","0","0","0","1","0","0","0","1","0"
"4870","Good",87,196,30,117,19,0,0,100,31.5640833333333,"7","8",20,0,30,0,0,0,7,50.1651666666667,5,1.305,0.12,71,"0","0","0","0","0","1","0","1","1","1","0"
"5406","Good",64,31,3,16,9,0,0,100,30.3566666666667,"7","8",9,3,33,0.85375,1,1,69,65,5,2,1,88,"0","0","0","0","0","0","0","0","0","1","1"
"6028","Bad",75,138,18,61,10,1,0,73,13,"6","5",11,0,18,0,1,0,0,54.584,1,1,1,50,"0","0","0","0","0","1","0","0","0","0","0"
"5621","Good",91,451,20,207,9,0,0,100,37.4433653846154,"7","8",9,0,11,0,1,1,1,63.9033333333333,4,1.0625,0,80,"0","0","0","0","0","1","0","1","0","1","0"
"7805","Bad",65,519,7,87,22,0,0,92,8,"4","6",24,1,33,1,2,2,65,64.1769281045752,4,1,1,83,"0","0","0","0","0","1","0","0","0","0","0"
"3536","Good",67,208,1,74,43,0,0,98,12,"6","6",33,3,27,3,3,3,36,88,8,4,2,57,"0","0","0","0","0","0","0","0","0","0","0"
"3184","Good",80,324,18,110,27,0,0,100,34.395,"7","8",52,0,26,14,0,0,38,73,4,2,2,86,"0","0","0","0","0","0","0","0","0","1","0"
"6319","Good",87,210,20,97,16,0,0,100,28.7020833333333,"7","8",16,0,25,7.42583675213675,0,0,19,49.615143547274,3,1,0,50,"0","0","0","1","0","1","0","0","0","1","0"
"1500","Bad",64,180,3,48,13,1,1,92,41,"6","6",14,3,62,0,1,1,75,31,2,4,1,86,"0","0","0","0","0","0","0","0","0","0","0"
"8052","Good",64,46,3,31,4,5,5,100,26.66,"0","8",5,1,20,2,1,1,2,71.82,1,1,0,67,"0","0","0","0","0","1","0","0","0","1","0"
"3616","Good",77,118,5,58,36,0,0,97,56,"6","6",38,2,11,5,0,0,6,42,1,2,0,27,"0","0","0","0","0","0","0","0","0","0","0"
"4637","Bad",68,143,2,64,36,3,2,86,36,"6","4",42,7,69,0.79,4,4,42,77,4,3,1,88,"0","0","0","0","0","0","0","0","0","0","1"
"1135","Bad",56,30,20,26,3,0,0,75,10,"4","6",4,0,50,0,0,0,97,77,2,1,1,100,"0","0","0","0","0","0","0","0","0","0","0"
"5672","Bad",59,170,5,66,25,0,0,69,2,"4","6",26,1,15,4,2,2,39,63.2627058823529,8,1,1,56,"0","0","0","0","0","1","0","0","0","0","0"
"3849","Bad",87,277,6,81,18,0,0,100,33.18,"7","8",18,2,56,0,0,0,16,88,2,2,0,67,"0","0","0","0","0","0","0","0","0","1","0"
"680","Good",72,262,2,82,32,0,0,100,36.65,"7","8",34,5,35,2,1,1,93,99,8,3,4,92,"0","0","0","0","0","0","0","0","0","1","0"
"2475","Good",86,253,7,64,42,0,0,100,31.93,"7","8",66,1,19,13,0,0,1,41,2,2,0,17,"0","0","0","0","0","0","0","0","0","1","0"
"8577","Bad",56,56,1,27,16,0,0,100,27.8758333333333,"7","8",17,4,12,3.70764411027569,0,0,74,36,9,2,5,80,"0","0","0","0","0","0","0","0","0","1","1"
"5778","Good",89,180,6,82,27,0,0,100,31.029,"7","8",27,1,26,7.69630555555556,0,0,0,65.5685714285714,1,1,0,25,"0","0","0","1","0","1","0","0","0","1","0"
"6646","Bad",69,274,2,73,44,1,1,93,40,"6","6",47,3,43,0,6,6,28,95,8,6,2,58,"0","0","0","0","0","0","0","0","0","0","0"
"1745","Bad",69,43,8,22,7,0,0,100,31.04,"7","8",8,1,50,0,1,1,58,77,3,3,1,86,"0","0","0","0","0","0","0","0","0","1","0"
"6486","Bad",78,265,32,115,11,0,0,100,36.298,"7","8",11,0,64,6.088,0,0,80,42.7796402257873,2,1,1.15666666666667,100,"0","0","0","1","0","1","0","0","1","1","0"
"2332","Bad",64,8,7,8,2,0,0,100,32.4113888888889,"7","8",2,2,100,0.735757575757575,0,0,84.380422705314,81,1.22,2,0.982727272727273,100,"0","0","0","0","1","0","1","0","1","1","1"
"3644","Bad",58,263,16,88,21,2,0,69,1,"4","5",55,0,19,2,1,1,20,51,6,1,1,57,"0","0","0","0","0","0","0","0","0","0","0"
"1697","Good",55,193,9,64,24,0,0,92,4,"4","6",24,2,17,0,1,1,78,10,11,3,6,88,"0","0","0","0","0","0","0","0","0","0","0"
"4515","Good",72,151,7,60,30,1,0,97,36,"6","5",34,4,27,6,0,0,16,78,3,6,1,45,"0","0","0","0","0","0","0","0","0","0","0"
"8425","Bad",66,204,25,94,6,1,1,86,28.1,"6","6",8,0,86,0,0,0,24,53.975,1,1,0.2736,100,"0","0","1","0","0","1","0","0","1","0","0"
"245","Bad",77,324,7,85,26,0,0,100,33.2470833333333,"7","8",26,3,38,0,0,0,16,65,4,4,0,59,"0","0","0","0","0","0","0","0","0","1","0"
"8907","Bad",41,169,4,85,33,4,0,74,0,"3","5",39,3,31,0,1,1,70,32,10,4,7,88,"0","0","0","0","0","0","0","0","0","0","0"
"7013","Good",86,159,4,69,39,0,0,100,34.6720833333333,"7","8",42,2,49,5.68544444444445,0,0,1,76,4,3,0,54,"0","0","0","0","0","0","0","0","0","1","1"
"7947","Good",88,259.778954545454,4,129,10,0,0,100,40.355,"7","8",10,1,40,0.979301918249597,3,3,4,79.6117142857143,1,1,0,40,"0","1","0","0","0","1","0","0","0","1","1"
"2183","Good",63,41,15,103,17,0,0,88,4,"4","6",10,0,29,0.938714285714286,1,1,36,60.7834615384615,2,1,2,43,"0","0","0","0","0","1","0","0","0","0","1"
"9250","Bad",75,102,3,50,15,0,0,100,35.6716666666667,"7","8",16,3,27,0,3,3,41,98,4,2,1,86,"0","0","0","0","0","0","0","0","0","1","0"
"3151","Bad",61,284,6,81,9,0,0,90,6,"4","6",10,2,0,0,4,4,86,71.0742857142857,4,1.27125,2,67,"0","0","0","0","0","1","0","1","0","0","0"
"5867","Bad",68,87,4,44,20,0,0,85,18,"6","6",20,3,20,0,4,4,24,71.6191991341991,8,2,0,77,"0","0","0","0","0","1","0","0","0","0","0"
"1163","Bad",67,188,7,123,21,0,0,77,36,"6","6",22,3,9,0,1,1,68,64.02,5,1.26,2,83,"0","0","0","0","0","1","0","1","0","0","0"
"2883","Bad",63,259,15,94,16,0,0,81,1,"4","6",32,0,44,1,2,2,62,50,4,2,2,86,"0","0","0","0","0","0","0","0","0","0","0"
"8976","Bad",69,244,3,73,25,1,0,74,25,"6","5",27,1,37,0,2,2,48,40,2,1,1,27,"0","0","0","0","0","0","0","0","0","0","0"
"657","Bad",87,178,3,91,22,0,0,100,39.80875,"7","8",24,2,29,2,6,6,7,68,2,2,0,44,"0","0","0","0","0","0","0","0","0","1","0"
"9043","Bad",84,130,11,61,14,0,0,100,29.905,"7","8",14,2,43,0,1,1,0,61,2,2,0,67,"0","0","0","0","0","0","0","0","0","1","0"
"3854","Bad",63,88,8,41,25,0,0,92,20,"6","6",26,1,35,0,2,2,25,72,3,3,2,38,"0","0","0","0","0","0","0","0","0","0","0"
"9332","Bad",70,105,5,38,12,1,1,100,30.4442857142857,"7","8",13,1,17,0,1,1,21,60.9333333333333,3,1,0,57,"0","0","0","0","0","1","0","0","0","1","0"
"4323","Good",86,219,33,99,19,0,0,100,30.3144166666667,"7","8",21,0,52,7.93043623188406,0,0,0,45.3271013431013,1,1,0,33,"0","0","0","1","0","1","0","0","0","1","0"
"6074","Bad",65,144,13,84,9,0,0,73,54,"6","6",11,0,18,0,0,0,78,57.7383333333333,7,1,2,89,"0","0","0","0","0","1","0","0","0","0","0"
"8055","Good",77,92,5,44,15,0,0,100,31.7866666666667,"7","8",15,3,40,2,3,3,40,53,2,4,0,67,"0","0","0","0","0","0","0","0","0","1","0"
"2325","Bad",93,95,11,131,8,0,0,100,32.4412820512821,"7","8",2,1,0,8.61333333333333,0,0,1,55.694,3,1.2435,0,38,"0","0","0","0","0","1","0","1","0","1","1"
"3873","Bad",58,142,2,60,11,1,1,92,3,"0","2",13,1,46,0,0,0,91,87,7,4,3,100,"0","0","0","0","0","0","0","0","0","0","0"
"1995","Bad",73,226,12,107,21,2,1,92,30,"6","4",31,0,54,4.49468040731199,0,0,59,26,7,2,3,82,"0","0","0","0","0","0","0","0","0","0","1"
"9552","Bad",56,407,10,118,19,1,0,75,2,"3","5",20,1,20,5.53666666666667,0,0,55,60.905,8,1,5,91,"0","0","0","0","0","1","0","0","0","0","1"
"336","Bad",58,184,7,66,39,9,2,85,22,"0","5",57,3,44,0,3,3,95,78,5,4,3,100,"0","0","0","0","0","0","0","0","0","0","0"
"7091","Bad",82,187,0,68,17,0,0,100,37.68,"7","8",18,2,39,6.42733032293377,0,0,19,96,2,2,0,67,"0","0","0","0","0","0","0","0","0","1","1"
"3609","Good",76,92.1193333333333,7,14,7,0,0,100,33.8725,"7","8",0,2,0,10,0,0,5,66.1153333333333,3,1.4825,0,75,"0","1","0","0","0","1","0","1","0","1","0"
"2358","Bad",81,158.23,2,79,18,0,0,100,38.4675,"7","8",0,2,42,1.40433333333333,2,2,21,73,4,3,0,78,"0","1","0","0","0","0","0","0","0","1","1"
"1415","Good",79,175,2,66,42,0,0,100,33.0013690476191,"7","8",43,6,16,0,1,1,3,96,4,2,1,27,"0","0","0","0","0","0","0","0","0","1","0"
"2681","Good",64,132,3,49,30,0,0,100,32.4366666666667,"7","8",39,3,57,0,4,4,65,75,10,2,2,86,"0","0","0","0","0","0","0","0","0","1","0"
"3860","Bad",60,313,2,78,27,4,1,76,9,"4","3",33,4,36,0,5,5,42,30,6,2,1,73,"0","0","0","0","0","0","0","0","0","0","0"
"2012","Bad",78,202,1,102,12,0,0,86,17,"6","6",39,2,57,7.30772466422466,0,0,16,101,3,4,0,89,"0","0","0","0","0","0","0","0","0","0","1"
"4734","Bad",72,55,6,30,12,0,0,100,33.944347826087,"7","8",12,3,17,0,2,2,48,75.2369047619048,3,1,1,50,"0","0","0","0","0","1","0","0","0","1","0"
"7963","Bad",74,189.254714285714,2,59,24,0,0,82,30,"6","6",28,7,29,1.28,3,3,12,91,3,1,0,40,"0","1","0","0","0","0","0","0","0","0","1"
"3511","Bad",63,71,2,43,29,0,0,100,30.75,"7","8",18,5,16,2,3,3,46,86,12,3,3,65,"0","0","0","0","0","0","0","0","0","1","0"
"9814","Good",87,255,10,111,32,0,0,100,30.435,"7","8",32,2,13,3,1,1,2,59.0435,1,3,0,27,"0","0","0","0","0","1","0","0","0","1","0"
"3387","Good",80,202,12,85,25,0,0,100,33.395,"7","8",43,0,32,0,2,2,3,6,2,4,0,86,"0","0","0","0","0","0","0","0","0","1","0"
"1008","Bad",71,235,9,142,19,0,0,100,33.5011111111111,"7","8",19,1,0,8,0,0,77,67.5666666666667,7,1.32,6,64,"0","0","0","0","0","1","0","1","0","1","0"
"7314","Good",88,425,16,152,15,0,0,100,35.4666666666667,"7","8",16,0,31,18,0,0,14,81,2,2,0,80,"0","0","0","0","0","0","0","0","0","1","0"
"8247","Bad",70,108,2,51,45,0,0,98,10,"4","6",49,7,65,7,0,0,23,82,2,3,0,50,"0","0","0","0","0","0","0","0","0","0","0"
"919","Bad",69,110,6,53,24,0,0,96,35,"6","6",26,3,31,7,0,0,45,98,12,4,1,84,"0","0","0","0","0","0","0","0","0","0","0"
"4212","Good",69,191,2,70,28,0,0,86,42,"6","6",29,2,21,13,0,0,41,87,10,2,1,67,"0","0","0","0","0","0","0","0","0","0","0"
"3938","Bad",73,282,2,92,14,1,0,94,32,"6","5",17,3,47,0,5,5,46,46,2,4,0,86,"0","0","0","0","0","0","0","0","0","0","0"
"9712","Bad",62,489,6,147,17,0,0,67,10,"4","6",21,1,19,0,3,3,46,66.4597058823529,6,1,2,62,"0","0","0","0","0","1","0","0","0","0","0"
"3794","Bad",54,68,7,23,5,0,0,83,3,"4","6",6,3,33,0,0,0,66,81,3,2,1,83,"0","0","0","0","0","0","0","0","0","0","0"
"1865","Bad",57,192,13,71,26,0,0,89,8,"4","6",37,0,59,0.412111111111111,2,2,60,49,7,4,2,100,"0","0","0","0","0","0","0","0","0","0","1"
"7939","Bad",56,222.1,11,86,19,0,0,95,1,"4","6",19,1,58,2.1,5,5,94,47,6,2,6,89,"0","1","0","0","0","0","0","0","0","0","1"
"5048","Bad",68,42,1,20,13,0,0,100,31.84125,"7","8",16,6,31,0,8,8,39,89,2,4,0,54,"0","0","0","0","0","0","0","0","0","1","0"
"1005","Bad",83,196,17,84,6,0,0,100,37.8280555555556,"7","8",7,0,0,4.46629353233831,0,0,14,53.0288888888889,4,1.155,1,100,"0","0","0","0","0","1","0","1","0","1","1"
"8354","Bad",63,175,7,62,13,1,1,71,16,"6","6",14,2,64,0,6,6,50,100,5,3,0,100,"0","0","0","0","0","0","0","0","0","0","0"
"3402","Bad",83,199,9,98,53,0,0,100,27.9810784313725,"7","8",77,2,20,0,2,2,14,58.4533333333333,4,1,0,29,"0","0","0","0","0","1","0","0","0","1","0"
"2110","Bad",69,226,2,29,1,0,0,100,38.5411111111111,"7","8",42,1,0,1.64166666666667,2,2,85,71.1975,2,1.44,1,100,"0","0","0","0","0","1","0","1","0","1","1"
"5327","Good",74,377,6,110,33,1,0,94,36,"6","5",34,3,18,0,0,0,13,67,4,2,2,38,"0","0","0","0","0","0","0","0","0","0","0"
"5860","Good",73,209,11,84,22,1,0,87,29,"6","5",23,1,43,0,1,1,6,84,2,2,1,31,"0","0","0","0","0","0","0","0","0","0","0"
"2638","Good",72,313,14,67,20,0,0,95,35.922,"6","6",31,0,19,14,0,0,77,65,2,2,2,44,"0","0","1","0","0","0","0","0","0","0","0"
"7830","Bad",71,150,3,56,19,0,0,100,38.2466666666667,"7","8",21,5,24,0,1,1,62,62,4,1,3,63,"0","0","0","0","0","0","0","0","0","1","0"
"4958","Bad",67,209,2,96,16,3,2,86,23,"6","3",22,4,50,1,4,4,42,89,2,2,1,67,"0","0","0","0","0","0","0","0","0","0","0"
"2547","Good",86,148,2,77,24,0,0,96,47,"6","6",26,1,46,2,2,2,3,71.215,2,1.38666666666667,0,33,"0","0","0","0","0","1","0","1","0","0","0"
"9072","Bad",66,165,13,55,15,3,3,94,69,"6","2",17,0,76,0,4,3,86,76,1,3,1,80,"0","0","0","0","0","0","0","0","0","0","0"
"9851","Good",79,120,2,43,13,0,0,100,38.7927450980392,"7","8",14,5,7,4,2,1,15,81.182619047619,4,1.07,0,44,"0","0","0","0","0","1","0","1","0","1","0"
"9641","Good",79,202,2,59,24,0,0,100,31.1663333333333,"7","8",25,4,48,5.38920022296544,0,0,8,52,2,3,0,46,"0","0","0","1","0","0","0","0","0","1","0"
"3950","Bad",72,165,3,69,19,0,0,84,9,"4","6",25,3,52,0,3,3,0,95,0,3,0,50,"0","0","0","0","0","0","0","0","0","0","0"
"2334","Bad",86,162,7,137,26,0,0,100,34.2779487179487,"7","8",23,2,12,4.89125,0,0,12,58.8252380952381,6,1.2,0,35,"0","0","0","0","0","1","0","1","0","1","1"
"8567","Bad",72,189,8,125,33,0,0,95,41,"6","6",42,1,55,4.26,1,0,66,20,4,5,2,67,"0","0","0","0","0","0","0","0","0","0","1"
"8205","Good",60,12,2,7,1,1,1,100,31.7392857142857,"7","8",3,1,50,0,3,3,18,87.85,1,1.09,0.42,100,"0","0","0","0","0","1","0","1","1","1","0"
"7986","Bad",65,141,7,60,36,0,0,100,28.7533333333333,"7","8",36,3,31,0.628333333333333,2,2,55,52,10,5,4,68,"0","0","0","0","0","0","0","0","0","1","1"
"3225","Good",67,194,3,97,38,8,7,77,37,"6","2",45,3,47,2,1,1,7,22,3,2,0,45,"0","0","0","0","0","0","0","0","0","0","0"
"7555","Bad",88,109,62,87,8,0,0,100,33.9570833333333,"7","8",8,0,50,7.49432142857143,0,0,0,3,0,1,0,50,"0","0","0","1","0","0","0","0","0","1","0"
"7092","Bad",64,154,3,64,19,1,1,95,10,"0","2",20,2,20,0.635,1,1,60,33,8,2,2,73,"0","0","0","0","0","0","0","0","0","0","1"
"8249","Bad",64,50,7,26,14,2,2,100,37.7266666666667,"6","8",15,3,43,8,0,0,64,77,3,3,1,55,"0","0","0","0","0","0","0","0","0","1","0"
"1505","Good",73,99,2,50,18,1,1,100,32.6466666666667,"7","8",21,2,20,0,3,3,1,72.2199523809524,3,1,0,57,"0","0","0","0","0","1","0","0","0","1","0"
"2921","Bad",67,100,3,46,8,1,1,67,23,"6","2",9,1,33,0,3,3,13,83,1,1,0,50,"0","0","0","0","0","0","0","0","0","0","0"
"6377","Good",88,222,2,82,10,0,0,100,34.5266666666667,"7","8",11,1,45,1,1,1,3,30,2,2,0,57,"0","0","0","0","0","0","0","0","0","1","0"
"2369","Good",78,30,6,37,18,0,0,100,29.5183333333333,"7","8",2,3,44,9.43968614718615,0,0,17,21,2,2,0,44,"0","0","0","0","0","0","0","0","0","1","1"
"7527","Bad",64,176,16,76,9,0,0,78,8,"4","6",9,0,78,1,3,3,51.3,91,1,3,0.705833333333333,100,"0","0","0","0","1","0","0","0","1","0","0"
"8767","Good",64,166,2,58,14,2,0,89,18,"6","5",19,3,58,3,1,1,41,82,3,6,0,82,"0","0","0","0","0","0","0","0","0","0","0"
"9057","Good",77,200,2,45,18,0,0,100,41.015,"7","8",19,3,58,0,6,6,20,87,2,2,0,80,"0","0","0","0","0","0","0","0","0","1","0"
"3816","Good",77,150,5,55,25,0,0,100,36.0605833333333,"7","8",26,2,19,0,7,5,11,84,2,1,0,30,"0","0","0","0","0","0","0","0","0","1","0"
"4804","Bad",56,127,10,46,13,0,0,92,4,"4","6",13,1,54,0,1,1,88,75,5,3,2,89,"0","0","0","0","0","0","0","0","0","0","0"
"1937","Good",91,247,38,128,14,0,0,100,32.78875,"7","8",6,0,0,5.24578108372536,0,0,3,45.1141666666667,2,1.13,0,25,"0","0","0","0","0","1","0","1","0","1","1"
"6255","Bad",68,263,13,99,28,0,0,93,29,"6","6",34,0,23,2,1,1,68,82,12,3,5,88,"0","0","0","0","0","0","0","0","0","0","0"
"84","Good",70.9958333333333,17,17,17,1,0,0,100,28.1255555555556,"9","8",1,0,100,0,0,0,40.6800757575758,65.178,1.4,1.31,0.45,92.75,"1","0","0","0","1","1","1","1","1","1","0"
"22","Bad",72,365,11,83,22,0,0,100,27.335,"7","8",22,1,41,0,0,0,49,23,6,2,1,73,"0","0","0","0","0","0","0","0","0","1","0"
"3947","Good",76,52,12,31,6,0,0,100,30.025,"7","8",7,0,57,0,0,0,5,90,2,2,0.252,80,"0","0","0","0","0","0","0","0","1","1","0"
